Target,Predicted Label,Remarks,Sentences
0,GENERAL,सलुट,निखिल दाई बोलि नेपाली माटो सुन सुगन्ध बासना अायो यसरिनै नेपाली झन्डा सबै बोकौ पाटि झन्डा छोडौ उहा बोले कुरा सलुट छ निखिल ज्यु रबि दाई जसरि पनि रिहा गरियोस जय पशुपति नाथ
0,GENERAL,बिचार पनि माहान,निखिल नेपाली नः दिराे साथै बिचार पनि माहान छ
0,GENERAL,फ्यान,रवि लामेछाने फ्यान यता हाजिर हुम त
0,GENERAL,राम्रो कुरा,बल्ल आज ऋषि सर राम्रो कुरा गर्नु भयो जय रबि भाई
0,GENERAL,पोजेटिभ कुरा,निखिल दाइ कुरा एक्दमै पोजेटिभ कुरा गर्नु भयो सलुट छ दाइ
1,GENERAL,डाम्ना,हाहाहाहाहा हँसायो कुन पुत्रिकार हो यो दोसि न्यायपाउनु पर्छ भन्ने डाम्ना
0,GENERAL,सही छ,दीपक गिरी सही छ
0,GENERAL,सहमती छु,ऋषि जि कुरा सहमती छु खुशी लग्यो
1,GENERAL,गोरु,प्रस्न सोद्ने गोरु हो
0,GENERAL,आईडल,रवि जि नेपाली दुखी गरिब जनता हरु आईडल हुन जय रवि
0,GENERAL,मुहार हेर्न आतुर,कति खेर हो आज रबि सर रिहा हुने उहा मुहार हेर्न आतुर भा छ
1,GENERAL,ढाल्नेछौ,रबि दाइ लाई तल माथि भयो भने हामि सबै जनता मिलेर यो सरकार ढाल्नेछौ
0,GENERAL,ठिक छ,कडा दिए ऋषि ब्रो ठिक छ यो तरिका
0,GENERAL,सपोट,यो ऋषि धमला निक्लिने पक्का भयपछी सपोट गरे हो
0,GENERAL,उच्च बिचार,धेरै राम्रो बिचार साच्चैनै उच्च बिचार
0,GENERAL,सम्मान,धेरै आश्था का साथ सम्मान निखिल जी मै आज सम्म तपाई फिल्म पनि हेरे छैन वटा ईटर्भ्यू पनि हेरे छैन यो नै पहिललो हो भनिन्छ नी पहिले बल नै छक्का मार्नु भयो सम्मान छ तपाई बिचार लाई
1,GENERAL,मुला,हिजो सम्म बिरोद गरे थियो मुला
0,GENERAL,सलाम,निखिल सर तपाईं लाई आदर सहित सलाम छ तपाईं चलचित्र मात्रै होइन रहेछ साच्चै वास्तविक जनता हिरो हुनु हुदो रहेछ जय होस तपाईं
0,GENERAL,सच्चा पत्रकार,राज्य सपूत एउटा सच्चा पत्रकार ऋषि धमला यो आबाज लागि धन्यवाद
1,GENERAL,झोले,यो पनि काम छैन प्रचण्डे झोले हो
1,GENERAL,दलाल,ईन्डिया दलाल धमला लाई पनि कार्बाही गर
1,GENERAL,खिलाफ बयान,सत्ते लुक्दैन झुक्दैन भन्ने भनाइ यहि हो हिजो सम्म धमाला धेरै रबि सर खिलाफ बयान दिए प्रष्ट छ आज सत्ते बिजय हुने पक्का देखेर भोलि रबि जनसागर मलाइ छोड्दैन भन्ने बुझे कै हो चतुरो छ धमला
0,GENERAL,गर्नु नस्सक्ने काम गरे,रवि लामिछाने सरकार गर्नु नस्सक्ने काम गरे छ
1,GENERAL,भ्रष्टाचारी,याे भ्रष्टाचारी सरकार हाे
1,GENERAL,मासियाे,अब नेकपा मासियाे एस् लाई कस् भाेट दिन्छ
0,GENERAL,सकिन्छ,प्रचण्ड माअाेबादी त सक्याे प्रचण्ड गर्दा एमाले पनि सकिन्छ
1,GENERAL,हराउनु,हैना हाम्रो अर्को नायक राजेश हमल कता हराउनु भ छ के हि त बोलिदिनु हाम्रो रबि दाइ बारे
1,GENERAL,कसै बात संचालित,भन्दै आफ्नो कुरा तेर्साउने ऋषि धमला कार्यक्रम अतिथि हुन जाने हरु सोच्नु पर्ने बेला आए छ यो धमला पनि कसै बात संचालित छ
0,GENERAL,गोबरल्याठ,फिल्म पर्दा भित्र बाहिर दुवै क्षेत्र बाट रवि दाजु लाई साथ दिनुहुने रमेश उप्रेती निखिल उप्रेती दिपक राज गीरी स्वेता खड्का सबै लाई हृदय देखिनै धन्यवाद फिल्म क्षेत्र का महा नायक मेघा सुपरस्टार भनिने अरु सम्पुर्ण गोबरल्याठ कलाकार हरु लाई केरा खाएर बस भन्न चाहन्छु
1,GENERAL,भेडे,यहाँ प्रस्न सोध्ने चाइ भेडे नै रैछ
0,GENERAL,"गान्धी , मण्डेला",गान्धी मण्डेला खोज्न कतै जानु पर्दैन नेपाल जन्मिसके रबि लामिछाने नेपाल गान्धी मण्डेला सप्पै
0,GENERAL,साथ छ,रबि लाई फसाउने काम हो मेरो पमि रबि लाई साथ छ
1,GENERAL,नसमाते,कलन्कि मालपोत हाकिम शालिकराम भन्द पछाडि आत्महत्या गर्दा अख्तियार प्रमुख नाम सुसाइट नोट हुदा किन उस्लाइ नसमाते
1,GENERAL,जेल् मा हाली छानबिन,उस्लाइलाइ जेल् हाली छानबिन किन गरीयन
1,GENERAL,सति ले सरापे,यो सति सरापे देश भलो हुन्न
0,GENERAL,राम्रो सङ्ग,निखिल जि अति राम्रो सङ्ग यथास्थिति बर्णन गर्नु भयो
0,GENERAL,salut,हजुर हरु सबैलाइ मन देखि नै छ
0,GENERAL,राम्रो कुरा,दिपाक दाइ राम्रो कुरा गर्नु भयो
0,GENERAL,समर्थन,रबि लामिछाने दाइ का समर्थन जति यता हाजिर गरौ त साथी हरू
0,GENERAL,रिहाइ गरियोस,रविसर लाई रिहाइ गरियोस
0,GENERAL,मिठो कुरा,आज सारै मिठो कुरा गर्नु भो ऋषि धमला जी साथ समर्थन लागि सबै लाई धन्यबाद अव नेता भर छैन् देश बनाउने हामी जनता हो हामी एक भई अव देश बनाऊ राम्रो काम लागि सबै लाई समर्थन गर्नै पर्छ जय देश भर नेपाल
1,GENERAL,मलामि,याे रिशि मर्दा मलामि जाने जना मान्छे हुदैनन
1,GENERAL,पापि,सबै जनता मेघा अान्दोलन गरि रवि लामिछाने दाई लाई पापि हरू खोर बाट बाहिर निकालौ समय यहि हो
0,GENERAL,राजा,दिपक दाई फिलिम मात्र राजा हैन साचि कै राजा बोलिछ
1,GENERAL,सुहायन,हिज समम बिराेध गरने रिसि सर अाज ठुला ठुला कलाकार देखेर साथ सपाेट दिय जसतै गरेकाे पिटिक कै सुहायन रिसि सर हजुर
1,GENERAL,छ्पारो,ऋषी धमला भने छ्पारो जस्तो कहिले कहाँनेर रङ्ग बदल्छ थाहा हुदैँन निखिल दाई प्रस्तुती धेरै राम्रो लाग्यो आज
0,GENERAL,गम्भीर,निखिल उप्रेती ज्यु बोल्नुभए कुरा सबै बुझ्नु जरुरी छ एकदमै गम्भीर कुरा गर्नुभयो
0,GENERAL,फ्यान,निखिल उप्रेती फ्यान सबै यता
0,GENERAL,समर्थन,रबि सर समर्थन रहनुभए का हरु यता हाजिर हुनुहोला पुडासैनी श्रीमती दबाब मुद्धा हाले आज मुद्धा फिर्ता लिने भन्ने कुरा हरु पनि मिडिया आए छ है
0,GENERAL,स-सम्मान,जहाँ सम्म रबि सर लगायत सबै जना ससम्मान भोलि रिहाई हुनुहुनेछ
0,GENERAL,साथ,सबै बरीस्ट हरुलाइ धेरै धेरै धन्ने वाद रबी साथ दीय आज अज धेरै खुसी के भन्दा रीसी जी पनि आयर बोल्नु भयो धेरै पछी आयर अज बल्ल अली कति भय पनि आस लाग्यो अब रबी सर चुट्नु हुन्छ भने
1,GENERAL,कता जानू भएछ,राजेश हमाल दाइ कता जानू भएछ
0,GENERAL,मन पर्यो,निखिल उपरेदि बोल्नुभए सारै मन पर्यो
0,GENERAL,सही कुरा गर्नु,दीपक जी सही कुरा गर्नु भयो रवि निर्दोस छन
0,GENERAL,सपोट गर्यो Good,ऋषि पनि सपोट गर्यो
0,GENERAL,सुधार्नु भएछ,सुधार्नु भएछ आज ऋषि धमाला आफ्नो बानी
0,GENERAL,सपूत,राज्य सपूत एउ टा सच्चा पत्रकार ऋषि धमला यो आबाज लागि धन्यवाद
1,GENERAL,घाँस,कुन घाँस हो प्रश्न सोध्ने दोषि न्याए पाउनु पर्छ रे
0,GENERAL,समर्थन,हो म छु रबि सर समर्थन जय रबि सर रबि सर रिहा हुनुपर्छ
0,GENERAL,खुसि,आसा छ मलाइ भोलि खुसि दिन हुनेछ किन भोलि रबि सर रिहा हुनुहुन्छ हुनु हुन्छ
0,GENERAL,हिरा,सरकार रबि हिरा हो बेलै चिन्नु होला
0,GENERAL,ससम्मान रिहाई होस्,रबि लामिछाने अबिलम्भ ससम्मान रिहाई होस्
0,GENERAL,निर्दोष छन्,उनि निर्दोष छन् भन्ने ढुक्क छु
0,GENERAL,मन छोयो,दिपक गिरि सर कुरा साचै मन छोयो
0,GENERAL,सहि कुरा,सहि कुरा बोल्नुभो सर
0,GENERAL,धन्यवाद,जय रवि ऋषि धमला रवि सर खुलेर सपोट गरे धन्यवाद
1,GENERAL,तेति गरेनौ,य रिसि धमला जति सपोर्ट गर्नु पर्थेव तेति गरेनौ किन
1,GENERAL,भाइरस,किन बारम्बार त्यो भाइरस प्रचण्ड दलाल दिल निशानी मगरलाइ बोलाइ अन्तरबार्ता गरेउ
1,GENERAL,दलाल,तिमी आफै प्रचण्ड का दलाल हौ
0,GENERAL,Good,रिसि धमला सर हामी सधै सत्य पक्षा हिढ्नु जरूर छ
0,GENERAL,सपोट,ऋषि आज क्षति रबि सपोट गरेर ल्याएछ
0,GENERAL,खुसीलाग्यो,जे होस खुसीलाग्यो
1,GENERAL,खेर्लेङ्खेर्लेङ,यो धमला किन खुट्टा खेर्लेङ्खेर्लेङ गराए होला
1,GENERAL,हावा पत्रकार,हावा पत्रकार ऋषि धमला हो
1,GENERAL,चम्चा,यो रिसि धमला डाका हो कस्तो हल्का तर्क गर्छ मुला यो दलाल हो यो केपि अोलि प्रचण्ड चम्चा मात्रै होइन भारत गुलाम हो
1,GENERAL,चोर,लुटि ल्याए का छन भुटी खाए का छ्न चोर हरु
1,GENERAL,जुठो,यो धम्ला कुरा मात्र ठुलो पाटि जुठो खायर बोल्छ
1,GENERAL,काले,यो काले लाई कस बनायो हौ पत्रकार एउटा प्रश्न सोध्ने पनि कला छैन
1,GENERAL,भ्रष्टाचारि,यो रिसि नाक डाडी भाच्नु पर्छ करोड छुट्टीयार यो भ्रष्टाचारि हो
1,GENERAL,चिया गफ,सबै वटा गफ दिएर चिया खाने बानी बसीसक्यो डा के सी पनी चिया गफ मात्रै हो धमला त कुरै नगरौ
1,GENERAL,फटाहा,हावा बाेल्छ याे त्रृषि फटाहा काम छैन
1,GENERAL,इण्डियन दलाल,पि एच डी डाक्टर संग एस एल सी फेल अर्का घर भात पकाऊने नोकर कागता पत्रुकार इण्डियन दलाल नेता चमचा बहस गरे सुहाऊँदैन
1,GENERAL,मै हु,क्यानडा नेपाल प्रोस्तोता खुब मै हु भन्ने खाल् छ
0,GENERAL,नमन छ,सुरेन्द्र सर प्रति मेरो नमन छ सधै देश बारे बोल्नु हुन्छ जनता लाई सचेत बनाउनु हुन्छ
1,GENERAL,चम्चे,ऋषि धमाला चाहिँ भ्रष्ट दलाल चोर नेता हरु चम्चे हो
1,GENERAL,झोले,डा जस्तो बिध्वान सङ्ग यो प्रचण्डे झोले लाई किन राख्या हँ
1,GENERAL,झोले,यो झोले लाई डा सुरेन्द्र केसी सॅग राखेर के गर्या हो
0,GENERAL,सहि हो,सुरेन्द्र सर कुरा सहि हो
1,GENERAL,कुकुर कुय को नेता हरु टालो,यो रिसि कुकुर कुय नेता हरु टालो हो यो
1,GENERAL,देश द्रोही,यो धमला त प्रचण्ड झुटो खाने देश द्रोही हो
1,GENERAL,झोले,श्रषि झोले बोल्ने मात्र हो
1,GENERAL,लाटा,धमला लाटा केसि व्यंग बुझेपो
1,GENERAL,किरा,किरा छेउ बस्न सुहाएन केसि सर लाई
0,GENERAL,legend,जस् जे भने पनि ऋषि धमाला भने पत्राकारिता नै हो बहस गर्ने क्षमता तार्किक क्षमता भये मात्र बहस गर्नु नत्र कोइ लाई पनि ठाउं ठाँउ लगाउने क्षमता ऋषि धमला छ
1,GENERAL,खाते,यो खाते लाई कसै नाक भाच्नेगरि हान्न जन्ता हेर्न चाहान्छन
1,GENERAL,पित पत्रकार,धमला जस्तो पित पत्रकार गर्ने नेपाल अरु कोही छईन जो पावर पुग्छ त्यस पुच्छर बनेर हीड्छ जागीर जोगाउछ
1,GENERAL,जान्ने,धमला जस्तो जान्ने त यो देश कोही पनि छैन होला
0,GENERAL,ठिक हो,सुरेन्द्र केसी ठिक हो तर धमला फुर्याई केसि
1,GENERAL,लाच,धमला छि लाच कति नभकाे मान्छे हाे
1,GENERAL,पित पत्रकारिता,ए पत्रुकार हेर्ने भीड धमला माथी हमला भए तत्काल प्रमाण चाहियो यसरी नै झुक्याउने लाई हो पित पत्रकारिता भन्ने पत्रुकार महोदय
1,GENERAL,गफडि,यस्ता पत्रकार लाई हटाउनु पर्छ यो के सि पनि गफडि मात्र हो तर यो पत्रकार भारत पुच्छर हो घुसघुसे हो यो ऋषि
1,GENERAL,घाँस,होईन आखिर सबै जना ऋषि धमला लाई किन गालि गर्छन् सक्छौ भने धमला गर्ने काम तिमारू गरेर देखाओत घाँस हो कोठा बसेर गरेर हुन्छ
1,GENERAL,लिखे,म लाई रास्ट्रपति बनाउनुस न अनि के हुन्छ हेर्नुस् यस्ता लिखे रास्ट्रपति भएर हुन्छ
0,GENERAL,राम्रो लाग्यो,धेरै राम्रो लाग्यो डा के सि यो स्टटेमेण्ट
1,GENERAL,चमचे,सुरेन्द्र जस्तो मान्छे चमचे अगाडि दलाल जस्तो हासो मन परेन
0,GENERAL,सलुट,सलुट छ सुरेन्द्र केसी सर लाई
1,GENERAL,दलाली,ऋषि धमला इन्डियन दलाली हो भारत सङ्ग रोटिवेटी सम्बन्ध तिमी जस्तो इन्डिया भक्त लाई मात्रै फाइदा भए छ नि
0,GENERAL,ओत लिनु भयछ्,रिशि जि बलियो ओत लिनु भयछ्
1,GENERAL,भरौटे झोले,यो दुवै जना राजा भरौटे झोले हो
1,GENERAL,पारो तातिने,झोले हरु काम छैन बिथा विभिन्न कुरा गर्छन यार बिथा पारो तातिने गरि
0,GENERAL,सही छ,इटहरी मेयर सही छ
1,GENERAL,भाते,भारत भाते जस्तो लाग्यो यो धमालो
1,GENERAL,हावा हावा गफ,सबै जान हावा हावा गफ गरेर बस्छन् मुजि हरु
1,GENERAL,झोले,साथी हो यो रिशी कसै नहेरौ यो अहिले प्रधानमन्त्री झोले हो
1,GENERAL,डराउछ,अनि डाक्टर सुरेन्द्र केसि बोल्ने मात्रै हो मैदान निस्केर काम गर्नु डराउछ
1,GENERAL,साला,साला धमला आफ्नो मात्रा बयान गर्छ मै यो गरे त्यो गरे भारतिय दलाल्
1,GENERAL,किच्चक,ऋषि धमला नाक डाडि भाच्नै पर्ने हो कस्तो किच्चक रछ म्या का हरामी
1,GENERAL,लिखें,लिखें पत्रकार ॠषि धमला चै हो
1,GENERAL,दलाल,भारत दलाल नै हुन दुई जना नै
1,GENERAL,काम छैन,यो डा केसी पनि काम छैन खाली आलोचना मात्रा गर्छ सिन्का भाच्दैन
1,GENERAL,खाेक्रे,गम्भीर काेहि छैन देश जनताकाे लागि सव खाेक्रे तर सर्वगुण सम्पन्न भएकाे नाटक गरिरहे का छन यिनि हरू लाई त रमाईलाे पाे भईरहेकाे छ
0,GENERAL,कडा,यति कडा मेयर हुनु पर्छ
1,GENERAL,पित,किन त्यो पित पत्रकार लाई किन कसै प्रतिस्ठा प्रती आँच आउने झुटो न्युज बनायो किन सोध्दैनौ
1,GENERAL,पत्रुकार,तिमि हरु सबै पत्रुकार हौ
0,GENERAL,ठिक भन्नुभयो,ठिक भन्नुभयो मेयर साहब पत्रकार महोदय कहा देख्नु भयो गरीब जनता सुनवाइ
0,GENERAL,सरु गरनुस,मेयर साहब अब भरटचरीलाइ कालोमोसो दलन सरु गरनुस
0,GENERAL,राम्रो मान्छे,धेरै राम्रो मान्छे हो मन्त्री बन्नुपर्छ
0,GENERAL,great,मेयर
0,GENERAL,उत्कृष्ठ,द्वारी का लाल एक उत्कृष्ठ जनप्रतिनीधी हुन उन जे बोले जे गरे सही गरे
0,GENERAL,सहि,सहि हुनुन्छ हाम्रो मेयर जिउ
0,GENERAL,सलाम,सलाम छ द्वारिकालाल चौधरी मेयर ज्यु हजुर जस्तो सबै ठाउ मेयर खाचो छ शतप्रतिशत सहि हुनु हुन्छ मेयर ज्यु
0,GENERAL,सलुट गर्छु,म मेएर साब लाई सलुट गर्छु तपाई जस्तो हजारौ मेएर खाचो छ पत्रकार भने सब पईसा बिक्ने खाले हुन्
0,GENERAL,साथ,भ्रष्टाचारीकाे साताे उडाइदिनुस मेयर ज्यू सम्पूर्ण जनताकाे साथ अवश्य रहन्छ
0,GENERAL,भुमिपुत्र को छोरा,भुमिपुत्र छोरा होनि त चौधरी साहेब
1,GENERAL,झुसे लुटेरा भ्रष्टाचारी नस्लबादी झुसे,थोडी झुसे लुटेरा भ्रष्टाचारी नस्लबादी झुसे हरु होर
0,GENERAL,फ्यान नै भए,म त द्वरिका लाल चौधरी फ्यान नै भए लजा जे पर्ला पर्ला
0,GENERAL,साहसी,मेयर त मान्छे एकदम साहसी रैछन मान्छे
0,GENERAL,प्रधानमन्त्री बन्नु पर्ने,यी बुडा सबै भिडियो हेरिसके साच्चि कै प्रधानमन्त्री बन्नु पर्ने रहेछ
1,GENERAL,औचित्य लाग्दैन,कान्तिपुर न्युज भारती दलाल हो त्यस प्रसारण गरे समाचार कुनै औचित्य लाग्दैन
0,GENERAL,दिल safa,तर मेयर दिल छ
0,GENERAL,सहि,मेयर सहि छ थारू पद बाट निकाला लीला पनि मेयर जी पछि मेयर जी
1,GENERAL,जुधाउने काम गर्छ,अाफु लाई सेर ठानेर प्रस्तुत हुन्छन खालि जुधाउने काम गर्छ
1,GENERAL,नालायक,चाटुकार पत्रुकार जस्ता नालायक हरु नाक डाँडी भाँच्नु पर्छ
0,GENERAL,निर्णय सहि छ,जोकोहि होस भष्ट लाई छोड्नु हुदैन मेयर निर्णय सहि छ
0,GENERAL,बधाई,बिचलित हरु आत्मा धेरै चोट परे रहेछ ईटहरी मियर कानुन प्रती तिनि हरु लाई कार्बही गर्नु पर्छ बधाई छ मियर सर
0,GENERAL,You are great,जब आफुलाइ गल्ती गरे महसुस नै छैन भने किन मफि मग्नु नि
0,GENERAL,सहि छन,मेयर साब सहि छन
0,GENERAL,कुरा सहि लाग्याे,कडा रहिछन बुढा कुरा सहि लाग्याे
1,GENERAL,भतुवा,इटहरी का मेयर भ्रष्टाचारी का संरक्षक पक्षपोषक भतुवा पत्रकार हरु लाई लोपारिदिन्छु भन्दा चै कानुन हात लिए हुने
1,GENERAL,पृत पत्रुकार,याे लिने पत्रुकार लाई पनि पृत पत्रुकार घाेषणा गर
0,GENERAL,राम्रो बिचार,राम्रो बिचार मेयर साब
0,GENERAL,मन छोयो,गौतम बुद्द सधै जन्मिदैनन वाला लाइन मन छोयो
0,GENERAL,सत्य बोल्नु भयो keep it up,सत्य बोल्नु भयो
0,GENERAL,सलाम,मेयर ज्यु यस्तो पत्रकार लाई त नाक डारि मात्र हैन त्यस त्यो जता भाबी लेख्ने हात पनि काट्नु पर्छ सलाम छ हजुर लाई देश धमिरा हरू लाई नस्ट गर्न पर्छ आब जन फेसला हुन ऐक दम जरूरी छ
0,GENERAL,मन्त्री होस्,मेहर सर मन्त्री होस् भन्न चाहने हरू सबै यता हाजिर हौ
0,GENERAL,यस्तो हुनुपर्छ,देश चाहे मेयर यस्तो हुनुपर्छ देश का नगर गाउँ यस्तै मेयर आवश्यकता छ
0,GENERAL,जिन्दवाद,मेयर जि जिन्दवाद मेयर नया पाउन यस लाई गर्नुस
0,GENERAL,सहि छ,कुरा त सहि छ भर्स्ट्चार बिरुद्द यस्तै मान्छे चाहिन्छ
0,GENERAL,साथ छौ,द्वारिकालाल चौधरी मेयर साब ढकमगाउनु हुदैन हामी तपाई साथ छौ तपाईं अलिकति पनि हतोत्साहित हुनु हुदैन यो हाम्रो सुझाब छ
1,GENERAL,गलत नियत,सिधा कुरा जनता सग हेर्दा अलिकति गलत नियत भए जस्तो लागे थियोे तर याे कार्यक्रम हेरेर स्पष्ट भयाे हजुर राम्रो विचार स्पष्ट वक्ता हुनुहुदाे रैछ
0,GENERAL,सलाम,यस्तो आँट भा जनप्रतिनिधि लाई सलाम तपाईं पक्ष करोड जनता छन्
0,GENERAL,आवश्यक छ,यस्तो मेयर ज्यु हरेक छेत्र आवश्यक छ
0,GENERAL,सलाम,सलाम छ हजुर लाई
0,GENERAL,साथ छ,सबै साथ छ
0,GENERAL,राम्रो,रबी सर एकदम राम्रो पत्रकार हो तर यो मेयर पनी नराम्रो हो जस्तो म लाई लाग्दैन
0,GENERAL,राम्रो सोच,यस्तो राम्रो सोच सबै भए आज देश निक्कै माथी हुन्थ्यो किसान छोरा कोदालो खनेर खान्छु सोच
0,GENERAL,सोचाइ राम्,मेयर ज्यु तपाईं सोचाइ राम्रो छ ह्जुर यो देश प्रधान मन्त्री हुनु पर्थो
0,GENERAL,सहि कुराे,सहि कुराे यदि तलब कम भयाे भने जागिर छाेड्नुस ब्यापार गर्नुस
0,GENERAL,✊✊✊✊,यस्तो मेयर सबै तिर हुनुपर्ने
0,GENERAL,राम्रो छ,मेयरको काम पनि राम्रो छ बोल्ने तरिका अलिक ठाडो छ तर रबि लामिछाने लाई दोस देखाउनु भने मुर्खता हो हाल अहिले सम्म पत्रकारिता इतिहास नेपाल रबि जि जति योगदान अरु कसै गरे छैन जय देस जय नेपाल
0,GENERAL,लाल सलाम्,धर्ति पुत्र मेयर साप् लाल सलाम्
0,GENERAL,ढिला आए कडा आए salute,मेयर द्वारिकालाल चौधरी ढिला आए कडा आए छ मेयर साहव
1,GENERAL,"दलाल , भुमाफिया भस्त्रचारी , पीत पत्रकारीता",दलाल भुमाफिया भस्त्रचारी पीत पत्रकारीता गर्नेलाइ छाद्नु हुदैन
1,GENERAL,पित,पित पत्रकारिता सफाई स्वंयम राम्रा पत्रकार हरू नै गर्नु पर्छ
0,GENERAL,आवश्यक,वास्तवमा मेयर साव देश लाई आवश्यक पर्ने व्यत्ति हुनुहुन्छ
0,GENERAL,बिकाश,देश वटा नै जिल्ला यस्तै मेयर हुने हो भने गाउँ देश बिकाश हुन समय लाग्ने थिएन यस्तै शाहास काम गर्दै जानू मेयर जनता तपाई पक्ष हुने छौ
0,GENERAL,जन्मिनु पर्छ,द्वारिकालाल जस्तो जनप्रतिनिधी हरु एउ टा हैन अब यो देश हजारौ जन्मिनु पर्छ अनि मात्र देश सम्बृदी बाटो अघि बढ्न सक्छ मेयर साप लाई सलाम छ
0,GENERAL,फ्यान,रबि सर फ्यान म पनि हो तर अहिले मेयर चौधरी जस्तो नेता हाम्रो देश हुनु पर्छ
0,GENERAL,great,अरु धेरै लेख्नु जरुरी छैन
1,GENERAL,धिकार,हुनत मपनी क्षेत्री हो तर धिकार छ यो मुजि बाहुन बादी मिडिया बाहुन हरु प्रति
0,GENERAL,राम्रो काम,रबिलामिछाने देस जनता पीडित हरु लागि राम्रो काम गर्नु भए छ तर कुनै कुनै रिपोर्ट भित्र सम्म नगाइ नबुजी बहिर गर्दा अहिले जनता बिस्वास बाट घाटदै ग जस्तो देखिन्छ
0,GENERAL,सहि हुनुहुन्छ,पत्रकार महोदय सम्पुण नेपालि द्ववारिकालाल चौधरि साब सहि हुनुहुन्छ त हुनुहुन्छ
1,GENERAL,गधा,साला नालायक तँलाइ भेट्यो भने तेरै माइक थुतेर तेरो मुख फुट्ने गरि बजाउछु साले बोल्ने शैलि त थोप्पो नरहेछ गधा
0,GENERAL,राम्रो काम गर्ने,रबि मात्र हैन उस बाउ आए पनि केही फरक पर्दैन राम्रो काम गर्ने मेयर साब लाई हाम्रो समर्थन छ
0,GENERAL,सहि छ,जस्ल्रे जे भने पनि मेयर भनाई सहि छ
0,GENERAL,महान,मेयर ज्यु तपाईं जस्तो महान मेयर हाम्रो नेपाल खाँचो छ
1,GENERAL,ठिक लागेन,यो पत्रकार पनि ठिक लागेन जे गर्नु ठिक गर्नु भयो मेयर जि सबै यस्तै भए देश राम्रो हुने
1,GENERAL,अति भै सक्यो,पत्रकार हु भन्दै अति भै सक्यो नेपाल पत्रकार बिकाउ छन
0,GENERAL,साथ,भ्रष्टाचार अन्त्य गर्नुपर्छ भन्ने मेयरजी साथ हुने हरु यता हाजिर गरमत
1,GENERAL,झोले,यी मुजि झोले पत्रकार हरु लाई गोलि भुट्नु पर्छ
1,GENERAL,भार्न्ति फैलाउने,समाज भार्न्ति फैलाउने गलत समाचार देखाउने सहि मान्छे लाई गलत गलत लाई सहि पार्ने यिनै माच्चिक्नि हरु हुन
0,GENERAL,राम्रो,मेयर गर्न खोजे काम चाइ एकदमै राम्रो हो
1,GENERAL,भ्रष्टाचारि,भ्रष्टाचारि पत्रकार नाक डाडी होइन जीउँदै जलाउनुपर्छ तर रबि लामिछाने लाई आरोप लाउनु आलोचना गर्नु भने महापाप हो
1,GENERAL,आलु जस्तो,के आलु जस्तो रहेछ ताइ न थुई हरु गरिरहन्छ
0,GENERAL,खाचो रहे को छ,नेपाल यस्तो मेयर जस्तो व्यक्ती धेरैनै खाचो रहे छ
0,GENERAL,साथ छ,हामि सबै साथ छ मेयर ज्यु
0,GENERAL,खाचो छ,मेयर सयेब काठमाडौं खाचो छ काठमाडौं सम्हाल्नु आउनु पार्यो
1,GENERAL,घुसखोरी,भ्रष्टचारी घुसखोरी लाई कानुन दायरा लिएर राम धुलाई गर्दा कसो होला मेयर ज्यु
0,GENERAL,सलाम छ,निडर हुनुस् सलाम छ तपाईं जस्तो राम्रो सोच भय नेता पाउदैन
0,GENERAL,देश भक्त,यो देश भक्त मेर हो येस्ता मेर हर ठाउ भय देश बन्छ
0,GENERAL,साथ छ,राम्रो काम लागि अगाडी बड्नुहोस हाम्रो सँधै साथ छ
0,GENERAL,सहि बोल्यो,जे बोल्यो सहि बोल्यो
1,GENERAL,दबाउन,बाहुनबाद आदिबासिलाइ दबाउन खोजिरा छ
0,GENERAL,शुद्ध मन,खश्रो बोली शुद्ध मन मेयार जि सहि
0,GENERAL,सहि,जस जे जे भनुन यो मेयर सहि छ
0,GENERAL,राम्रो छ,राबिलामिछाने नियात राम्रो छ त्यो म मान्छु
1,GENERAL,घाटा,तर कतिपय केस गहिराई नगएर सतही टिप्पणी गर्न्नेबानि छ यो बानि खुद रबिलाइनै घाटा छ
0,GENERAL,खाँचो,मेयर ज्यु तपाई जस्तो जनप्रतिनिधि खाँचो छ यो देस
0,GENERAL,धन्यवाद,दरिकालालजिलाइ हृदय देखि नै धन्यवाद
0,GENERAL,साथ,तपाई साथ हामी सबै नेपाली छौ
1,GENERAL,भष्टचारि,भष्टचारि कर्मचारी पित झाेले पत्रकारकाे नाक हैन ढाडकाे हट्डि नै भाच्न पर्छ
1,GENERAL,शिकार,युटुबर हरु किन यसरी एउ टा लब्द प्रतिष्ठित मेयर लाई किन यसरी अाफ्नो भियरस बडाउन कआलागि शिकार खेलिरहे छ
1,GENERAL,भ्रम क छर्ने,सबै पत्रकार भन्दिन तर केही पत्रकार नेपाली जनता भ्रम क छर्ने काम गरे छ
0,GENERAL,सहि हुनु हुन्छ,मेरो नजर मयर साब सहि हुनु हुन्छ
0,GENERAL,सहि हो,मेयर साब सहि हो यस्तै नेता हरू जरुरत छ नेपाल सलाम छ द्ववारिका सर नाक हैन ढाडनै भाचनु घुसखोरि जग्गा माफिया का भरौटे पत्रुकारनै हो इ कुकुरहारु लाई छोडनु हुदैन
0,GENERAL,ठिक गर्नु,जे गरे छ मेयर साब ठिक गर्नु भए छ प्राय सबै संविधान कानुन कुरा गर्छ्न नेपाल कहाँ नेर कानुन लागु भए छ हँ
