Target,Predicted Label,Remarks,Sentences
0,GENERAL,साथ,हजुर
0,GENERAL,साथ र समर्थन,समर्थन
0,GENERAL,सात समर्थन,समर्थन कम्रेद बिप्लब
1,GENERAL,चाेर,शबै चाेर नेता परचनद महाचाेर जनता मारने शमपति बैक लुटने देश टुकराउने शमुद्व डुबेर मारउ
0,GENERAL,मौलाउने छ,जत्ती सरकार मन म्रजी ग्रछ उत्ती मौलाउने बिप्लब
0,GENERAL,जित्छ,परिवार फरक भएपनि अधिबेशन कर्यान्ती शुरुआत गर सामेल भै युद्ध तयार हुन्छु आउदो निबाचन ओदा नेमकिपा जित्छ
0,GENERAL,कुरो त सहि,कुरो सहि गरो है
0,GENERAL,सही कुरा गर्नु,नारायण मान बिजुक्छेजी बेला बेला
1,GENERAL,हासेर प्रस्तुत,जीव राम जी एस्तो गम्बिर समस्या गम्भीर छलफल हुदा तपाई हासेर प्रस्तुत
0,GENERAL,सहि,अनि बिजुच्छे सहि छन भनेर जान्ने जनता
0,GENERAL,निडर अनि बुद्धि जिबि,तपाई निडर अनि बुद्धि जिबि खाचो
1,GENERAL,थुईक्क,दिक्क लाग्छ कस्तो कुकुर हरू नेता हरू भएकाे देश जन्मिएछ थुईक्क
1,GENERAL,दुष्ट भ्रस्टचारी,दुष्ट भ्रस्टचारी हरु फाँसी हुनु
0,GENERAL,मन छोयो,आति यथार्थ मन छोयो
0,GENERAL,कुरा सही हाे,हाे प्र भएर काम देखाउनु पर्याे नारायण मान ज्यू
1,GENERAL,बिगारे,याे देशकाे बाहुन नेता हरु देश बिगारे यिनी हरु जिम्मावारी लिनुपर्छ
0,GENERAL,सलुट,जीवराज भण्डारी सर सलुट
0,GENERAL,सहि लाग्छ,हजुर प्रश्न शैली सहि लाग्छ
1,GENERAL,भस्ट,गाउ सीघा जनता लाइ ख्क्सी चुनाव वेला गासु देखाय भोट यीनै भस्ट लाइ दीन्छन
1,GENERAL,दलिय गुन्डा,दलिय गुन्डा राजनीति आज मात्रै सालदेखी देश ढाल्न प्रयास गरे
1,GENERAL,अपराधी,राजा पन्चायत खडा गरे जग समेत भत्काएर अपराधी हरु देश समाप्त गर्दैछ्न चाहे सुशासन होस वा शान्ति सुरक्षा आर्थिक सामाजिक स्वाभिमान परराष्ट सम्बन्ध कानुनी राज ध्वस्त पारिसके
0,GENERAL,चलाउनु परो,रोहित ज्यु अबो स्थिति देश पुर्याउने हरु बिरोध हरु बिचार मिल्ने नमिल्ने बुद्धिजीवी अहिले समन पद सरकार नगए जनता भोट् दिन भु हरु सङ बहस चलाउनु परो
0,GENERAL,देशभक्ती,नारायणमान बिजुक्छे जी देशभक्ती नेता देश खाचो देश नेपाल
0,GENERAL,श्रद्धावान,फरक बिचार भएता नेपाली राजनिति अत्यन्तै श्रद्धावान आदर्श व्यक्तित्व
0,GENERAL,जिब्रो नचपाइ प्रष्ट निस्वार्थभाव,जीवित मध्य उहाँ इमान्दार हक्कि जिब्रो नचपाइ प्रष्ट निस्वार्थभाव दृष्टिकोण राख्ने नेता नारायणमान बिजुक्छे मात्रै
1,GENERAL,फेल,फेल हुँदैछ नेपाल
1,GENERAL,चुके,चुके होलान् नेता हरु
1,GENERAL,गेदे बाजे,जीव राम भण्डारी गेदे बाजे
1,GENERAL,दोशी भेडा,बुदो दोषी नेता हरू दोषी दोशी भेडा जन्ता
0,GENERAL,सहि कुरा,सहि भयो नारायण जि दुनियाँ कर तिर्न सकिदैन
1,GENERAL,तेरी मा,तेरी सुड्डो अन्तरवार्ता दिन आलोचना मात्रै हुदैन विकल्प समाधान उपाय खोइ दिन सके अन्तरवार्ता तार्किक निचोड दिन सक्ने हुनुपर्छ
0,GENERAL,सहि हो,सर सहि गरम
1,GENERAL,दोषी,सबैभन्दा दोषी नेपाली जनता तेस्तो खाते नेता हरू जिताउने काम गर्छन्
0,GENERAL,नरम र सम्मानित,जवाफ नरम सम्मानित छन
1,GENERAL,पशु,तो किशोर पशु लाइ जेल नकोची नहुने भाछ यस्ता भाइरल हरु गर्दा भद्रगोल भयो सिधाकुरा कार्यक्रम
1,GENERAL,बुझिरहे का छैनन,नेपाली हरू बुझिरहे छैनन देश नागरिक बिच सम्बन्ध
1,GENERAL,भ्रष्ट कुपत्रुकार,साला भ्रष्ट कुपत्रुकार किशोर रबि पत्रकार हैन
0,GENERAL,सुभकामना,हिन्दी चलचित्र नायक अनीलकपूर गरे काम असली जिन्दगी नेपाल गरे पाऊँ यही सुभकामना
0,GENERAL,जिन्दावाद,भबिसेय प्रधानमन्त्री रबि सर जिन्दावाद अाफनो धोको कै यहि यकचोटि रबि सर प्रधानमन्त्री भय हेर्ने ठुलो धोका
0,GENERAL,सलाम छ,सलाम रबि
0,GENERAL,आशा र बिश्वास,माथी नेपाली आशा बिश्वास आडिए
0,GENERAL,बुद्ध,मलाइ पत्रकार बन्नु रबि दाइ हजुर बुद्ध
0,GENERAL,जय,जात धर्म असर नपर्ने तरिका एउ टा एडेन्डा बनाउनुस अनि त्यस्तो एउ टा नया पार्टी निर्माण गर्नुस जनता हजुर भोट दिनेछन हामि तपाई प्रधानमन्त्री हेर्ने ठूलो सपना जय नेपाल जय रबि सर धन्यवाद मदन क्यानडा नेपाल युनिट
0,GENERAL,आट पाउँछन्,रबि आजै आट पाउँछन् काम रबि बल थाहा पाए फ्यान कति रहिछ्न
1,GENERAL,झोले झ्याम्टे चम्चे हुक्के चिलिमे भ्रस्टाचारि,रबि बिरुद्द भुक्ने झोले झ्याम्टे चम्चे हुक्के चिलिमे भ्रस्टाचारि हरु यता कुरो सुन कान खोलेर
0,GENERAL,फहराउछु,राजनिति आउनु होस साल फहरिए घर तारे झणडा झिक्छु पार्टी झणडा फहराउछु
0,GENERAL,अगाडि बढिरहुन्,हजुर पाईला बढिरहुन् रवि सर
0,GENERAL,जय,सारै मिठो मजा आउँछ हजुर स्पिच सुन्न हेर्न जय रवि
0,GENERAL,जिन्दावाद,एउ टा धोको रबि लामिछाने प्रधानमन्त्री हेर्न पाउ रबि सर जिन्दावाद
0,GENERAL,मिठो speech,कति मिठो
0,GENERAL,महान,महान हुनुहुन्छ रबि ज्यु भबिष्य काम हरु झनै उच्च रहुन्
0,GENERAL,लिड गरिदिनु भए,देश स्थिति हेरेर हजुर लिड गरिदिनु झन
0,GENERAL,हुनु पर्छ,देश मन्त्री रवि सर हुनु होइ भन्दै
0,GENERAL,सादा जिबन अनी उच्च छ,यही चोज बिचार लाइ गरे हउ बिस्वास अनी हउ कती सादा जिबन अनी उच्च बिचार रबी दाई सिकउ सिकउ
1,GENERAL,औकात नभए की,भर्खर दिएर बसे की यि करिश्मा आइमाइ था सामाज उत्तरदायित्व बोल्ने औकात नभए की आइमाइ
1,GENERAL,अन्धभक्त भेडा,अन्तिम हामि अन्धभक्त भेडा जित कडा जबाफ दिनुपर्छ यस्ता
0,GENERAL,धर्म सुहाउछ,रबि दाइ लाइ प्रधान मन्त्री सुहाउछ नेता वाहलाइ सन्चार कर्म धर्म सुहाउछ
0,GENERAL,सलाम छ,दाजु सलाम दाजु
1,GENERAL,दलाल भ्रष्टाचारि घुस्याहा,डिस लाइक जना दलाल भ्रष्टाचारि घुस्याहा हरु
0,GENERAL,माहान हुनु हुन्छ,सचि रबि दाइ माहान हुनु
1,GENERAL,कुकुर,रबि दाई पहिला किशोर श्रेस्ठ कुकुर नङाउनु पर्यो
0,GENERAL,भगवान,बुरी नजर नलगोश रवि सर भगवान
0,GENERAL,Hug गर्ने,रवि दाइ भेटेर ठूलो इच्छा जसरी भेटेरै मर्छु
0,GENERAL,wow,रभी सर सम्भावना ढोका चुकुल लागे ताल्चा लगे
1,GENERAL,मामा को घर,गयो केपि मामा घर आउदौ साल प्रधानमन्त्री रबि लामिछाने दाई
1,GENERAL,भ्रष्टाचारि,रबि दाइ कारण देश रहे सम्पुर्ण भ्रष्टाचारि नेता लुटेरा ब्यापारी कुपुत हरु आत्महत्या बा की
0,GENERAL,जनता को माग,प्रधानमन्त्री रबि सर नेइ हुनुपर्छ योनेई जनता माग
0,GENERAL,जयहोस्,नेपाल देश बनाउनुपर्छ बनाउ समर्थन मत त्यारछु रवि प्रधानमन्त्री जय नेपाल जयहोस्
1,GENERAL,अनपढ,करिश्मा मानन्धर भेडा शब्द प्रयोग अनपढ पहिचान
1,GENERAL,भ्रस्टचारि,रक्ष कुमार राई दिल निसानि मगर भ्रस्टचारि नेता भनाैदाहरुकाे निद हराम भएकाे अाज जय रबि जय देश
0,GENERAL,बाघ,रवि बाघ जना झोले कुकुर हरु भुक्दै
0,GENERAL,सेलुट,साचिनै बोल्दा मन मुटु स्पन्दन बाट आँफै बोले महसुस अतिनै चोटिलो गतिलो जबाफ सेलुट रबि जी बिचार भावना कर्म निरन्तर्ता
0,GENERAL,परिवर्तन गरि छाडने छ,रबि सर प्रधानमन्त्री भयो देस परिवर्तन छाडने बाचा भो ल
1,GENERAL,डिप्रेसन,युवराज अलि डिप्रेसन भा
0,GENERAL,माहान,रबि दाइ माहान छौ
0,GENERAL,खानी,गहकिलो शब्द हरू खानी रबि सर सलाम हजुर विचार अभिव्यक्ति
0,GENERAL,खाचो छ,देश जनता रबि दाइ खाचो रबि दाइ मन जति पीडा भयनी हामिलाइ खुशी दिन खोज्नु भा हजुर प्रधानमन्त्री हुनै
0,GENERAL,Hero of our nation,प्रधानमंत्री तपै करोड़ नेपाली जनता
1,GENERAL,भ्रष्ट,देश समृध्दि बनाउने रबि हात चाहाना चाडै प्रधानमन्त्री भएर साल देखी भ्रष्ट नेता देखी कर्मचारी जेल हाल्नु
0,GENERAL,कति राम्रो,रवि सर बोले कति मिठास शब्द बिरोधि हरु जवाफ दिदा छाती ठुलो भयो अति खुशी गौरव लाग्यो रवि सर जिन्दावाद
1,GENERAL,इमोर्सन ब्ल्याक मेल गर्न सक्ने,इमोर्सन ब्ल्याक मेल सक्ने क्षमता चाहिँ रबि दाइ
0,GENERAL,उत्कृष्ट,बिश्व उत्कृष्ट प्रधानमन्त्री हुन्छन रबि जनता
0,GENERAL,"अध्भुत क्षमता , दक्षता",रवि जि अध्भुत क्षमता दक्षता स सम्म्मान अझ बोल्नै शैली वा
0,GENERAL,जित हुने छ,अाउने चुनाव प्रधानमन्त्री उठन्नु रबि दाई पक्ष करोड जनता अबस्य हजुर जित
0,GENERAL,समर्थक,लाग्छ जन्ता चायो जन्ता भावना बुजेर एउ टा सच्चा देश प्रधान मन्त्री हुनै रबि सर हजुर करोडौ जन्ता समर्थक
1,GENERAL,मर्ने भैसक्यो,मर्ने भैसक्यो प्रधानमन्त्री रबि लामिछाने
0,GENERAL,कति राम्रो,हजुर हरु प्रती हार्दिक नमन अनि दिपक दाइ मुस्कान कति हौ
0,GENERAL,मन छोयो,युबराज दाइ फेस देख्दा मन छोयो खुसी छैनन आज दिन
0,GENERAL,चाहना छ,रवि सर पत्रकार हाेईना प्रधानमन्त्री भनेर देश जन्ताकाे सेवा हजुर करोड नेपाली चाहना
0,GENERAL,खुशी लाग्यो,रबि आज तपाई धैरै खुशी लाग्यो
1,GENERAL,तत्व,रबि रिहाईसँगै प्रचण्डे रेणुदाहाल किशोरश्रेष्ठ खेमभण्डारी दिलनिसानी करिश्मा बज्यै तत्व हरु भोक निन्द्रा चयन हराए अबस्था
1,GENERAL,मुला,मुला चितवन आन्दोलन विभिन्न भयो लाज है अहिले रबि दाई निस्कने बेला चै अनुवार देखाइराछ हुत्तिहारा
1,GENERAL,कुकुर,रबि सर राजनीतिकनेता भनाैदा कुकुर हरु कैले सुध्रिने वाला छैनन्
0,GENERAL,खुशी,डिसलाइक जाना रबि ज्यु हिरासत मन पर्ने थिएछ खाते हरु ईन्डिया बाट कति खुशी रबि ज्यु आउनु
0,GENERAL,पुरै भोट,परिवार बाट पुरै भोट रबि जी
0,GENERAL,हेर्ने ठुलो रहर,रबि लामिछाने देश प्रधानमन्त्री हेर्ने ठुलो रहर देश ठुलो काजुली फेर्ने थियोे
0,GENERAL,गहकिला,रबि दाइ बोली कति गहकिला छन
1,GENERAL,भेडा,नेपाली भेडा भनेर तेतिकेय
0,GENERAL,नराम्रो भन्नू हुन्न,रबि दाइ कसेलाइ नराम्रो भन्नू हुन्न
1,GENERAL,हावा,भा खोइत किशोर करिश्मा जवाफ कडा रे हावा अरु मिडिया हरु छन
0,GENERAL,आनन्द अनि खुसी लायो,दिन पछी सुन्न पायौं रवि दाई आवाज आनन्द अनि खुसी लायो रवि सर जिन्दाबाद
0,GENERAL,बधाई छ,वा रबि सर सबैकाे मन मष्तिक बस्नु भयाे बधाई
1,GENERAL,भित्ते राष्ट्रपती,प्रचण्ड भित्ते राष्ट्रपती बनाए रवि हल्ला प्रधानमन्त्री बनाउनु हुंदैन
0,GENERAL,अबश्य पुर्‍याउँछ,रवि ठाउँ बाट योगदान ठाउं अबश्य पुर्याउँछ अहिले रवि जवरजस्ती राजनिति तान्नु हुँदैन
0,GENERAL,चाहाना छ,रबि दाई आउदो चुनाव पाठि खोल्लुस जित्नु देस प्रधानमन्त्री बनाउने चाहाना
0,GENERAL,बधाई छ,भनाइ सोच होस बधाई रबि सर सधै सत्य पक्ष छौ
1,GENERAL,दलाल,देश लाइ खोक्रो बनाइ सके दलाल हरु
0,GENERAL,सहि,निखिल दाइ बिचार सहि
1,GENERAL,चोर,रबिदाई भयो साले नेपाल चोर नेत ओलि सिधाईदिने नया सम्बिब्धान लिउने नेपाल नेता हरु चोर
0,GENERAL,सहि कूरा,ऋषि धमलादाई सहि कूरा
0,GENERAL,राम्राे बिचार,अत्यान्तै राम्राे बिचार राख्नु भयाे निखिल दादा
0,GENERAL,अाहा कति राम्रो,निखल दाइ अाहा कति शब्द
0,GENERAL,सलुट गर्छु,ऋषि दाइ पैला हजुर प्रत्रकार हुनुन्थियो सत्या पैला प्रत्रकारिता प्रती तपाइलाइ सलुट जेल परेर निस्किए पाटि झोला बोके भन्नी आम जनता प्रस्न पैला अहिले फरक जनता जान्नु चाहान्छ
0,GENERAL,सलुट,निखिल दाई बोलि नेपाली माटो सुन सुगन्ध बासना अायो यसरिनै नेपाली झन्डा बोकौ पाटि झन्डा छोडौ उहा बोले सलुट निखिल ज्यु रबि दाई जसरि रिहा गरियोस जय पशुपति नाथ
0,GENERAL,बिचार पनि माहान,निखिल नेपाली नः दिराे बिचार माहान
0,GENERAL,फ्यान,रवि लामेछाने फ्यान यता हाजिर हुम
0,GENERAL,राम्रो कुरा,बल्ल आज ऋषि सर भयो जय रबि भाई
0,GENERAL,पोजेटिभ कुरा,निखिल दाइ एक्दमै पोजेटिभ भयो सलुट दाइ
1,GENERAL,डाम्ना,हाहाहाहाहा हँसायो कुन पुत्रिकार दोसि न्यायपाउनु डाम्ना
0,GENERAL,सही छ,दीपक गिरी
0,GENERAL,सहमती छु,ऋषि जि सहमती खुशी लग्यो
1,GENERAL,गोरु,प्रस्न सोद्ने गोरु
0,GENERAL,आईडल,रवि जि नेपाली दुखी गरिब जनता हरु आईडल जय रवि
0,GENERAL,मुहार हेर्न आतुर,कति खेर आज रबि सर रिहा उहा मुहार हेर्न आतुर भा
1,GENERAL,ढाल्नेछौ,रबि दाइ भयो हामि जनता मिलेर सरकार ढाल्नेछौ
0,GENERAL,ठिक छ,कडा ऋषि ब्रो ठिक तरिका
0,GENERAL,सपोट,ऋषि धमला निक्लिने भयपछी सपोट गरे
0,GENERAL,उच्च बिचार,बिचार साच्चैनै उच्च बिचार
0,GENERAL,सम्मान,आश्था सम्मान निखिल जी मै आज तपाई फिल्म हेरे वटा ईटर्भ्यू हेरे पहिललो भनिन्छ नी बल छक्का मार्नु भयो सम्मान तपाई बिचार
1,GENERAL,मुला,हिजो बिरोद गरे मुला
0,GENERAL,सलाम,निखिल सर आदर सहित सलाम चलचित्र मात्रै रहेछ साच्चै वास्तविक जनता हिरो हुनु हुदो रहेछ जय होस
0,GENERAL,सच्चा पत्रकार,राज्य सपूत एउटा सच्चा पत्रकार ऋषि धमला आबाज धन्यवाद
1,GENERAL,झोले,काम प्रचण्डे झोले
1,GENERAL,दलाल,ईन्डिया दलाल धमला कार्बाही गर
1,GENERAL,खिलाफ बयान,सत्ते लुक्दैन झुक्दैन भनाइ यहि हिजो धमाला रबि सर खिलाफ बयान प्रष्ट आज सत्ते बिजय भोलि रबि जनसागर मलाइ छोड्दैन बुझे कै चतुरो धमला
0,GENERAL,गर्नु नस्सक्ने काम गरे,रवि लामिछाने सरकार नस्सक्ने काम गरे
1,GENERAL,भ्रष्टाचारी,याे भ्रष्टाचारी सरकार हाे
1,GENERAL,मासियाे,नेकपा मासियाे एस् कस् भाेट दिन्छ
0,GENERAL,सकिन्छ,प्रचण्ड माअाेबादी सक्याे प्रचण्ड गर्दा एमाले सकिन्छ
1,GENERAL,हराउनु,हैना नायक राजेश हमल कता हराउनु भ हि बोलिदिनु रबि दाइ
1,GENERAL,कसै बात संचालित,भन्दै तेर्साउने ऋषि धमला कार्यक्रम अतिथि जाने हरु सोच्नु पर्ने बेला धमला बात संचालित
0,GENERAL,गोबरल्याठ,फिल्म पर्दा दुवै क्षेत्र बाट रवि दाजु दिनुहुने रमेश उप्रेती निखिल उप्रेती दिपक राज गीरी स्वेता खड्का हृदय देखिनै धन्यवाद फिल्म क्षेत्र महा नायक मेघा सुपरस्टार भनिने अरु सम्पुर्ण गोबरल्याठ कलाकार हरु केरा खाएर बस भन्न
1,GENERAL,भेडे,प्रस्न सोध्ने चाइ भेडे रैछ
0,GENERAL,"गान्धी , मण्डेला",गान्धी मण्डेला खोज्न जानु पर्दैन नेपाल जन्मिसके रबि लामिछाने नेपाल गान्धी मण्डेला सप्पै
0,GENERAL,साथ छ,रबि फसाउने काम पमि रबि
1,GENERAL,नसमाते,कलन्कि मालपोत हाकिम शालिकराम भन्द पछाडि आत्महत्या गर्दा अख्तियार प्रमुख नाम सुसाइट नोट हुदा उस्लाइ नसमाते
1,GENERAL,जेल् मा हाली छानबिन,उस्लाइलाइ जेल् हाली छानबिन गरीयन
1,GENERAL,सति ले सरापे,सति सरापे देश भलो हुन्न
0,GENERAL,राम्रो सङ्ग,निखिल जि अति सङ्ग यथास्थिति बर्णन भयो
0,GENERAL,salut,हजुर हरु सबैलाइ मन
0,GENERAL,राम्रो कुरा,दिपाक दाइ भयो
0,GENERAL,समर्थन,रबि लामिछाने दाइ समर्थन जति यता हाजिर गरौ साथी हरू
0,GENERAL,रिहाइ गरियोस,रविसर रिहाइ गरियोस
0,GENERAL,मिठो कुरा,आज सारै मिठो भो ऋषि धमला जी समर्थन धन्यबाद अव नेता छैन् देश बनाउने जनता भई अव देश बनाऊ काम समर्थन गर्नै जय देश नेपाल
1,GENERAL,मलामि,याे रिशि मर्दा मलामि जाने जना मान्छे हुदैनन
1,GENERAL,पापि,जनता मेघा अान्दोलन रवि लामिछाने दाई पापि हरू खोर बाट निकालौ यहि
0,GENERAL,राजा,दिपक दाई फिलिम राजा हैन साचि कै राजा बोलिछ
1,GENERAL,सुहायन,हिज समम बिराेध गरने रिसि सर अाज ठुला ठुला कलाकार सपाेट दिय जसतै गरेकाे पिटिक कै सुहायन रिसि सर हजुर
1,GENERAL,छ्पारो,ऋषी धमला छ्पारो कहिले कहाँनेर रङ्ग बदल्छ थाहा हुदैँन निखिल दाई प्रस्तुती लाग्यो आज
0,GENERAL,गम्भीर,निखिल उप्रेती ज्यु बोल्नुभए बुझ्नु जरुरी एकदमै गम्भीर गर्नुभयो
0,GENERAL,फ्यान,निखिल उप्रेती फ्यान यता
0,GENERAL,समर्थन,रबि सर समर्थन रहनुभए हरु यता हाजिर हुनुहोला पुडासैनी श्रीमती दबाब मुद्धा हाले आज मुद्धा फिर्ता लिने हरु मिडिया है
0,GENERAL,स-सम्मान,रबि सर लगायत जना ससम्मान भोलि रिहाई हुनुहुनेछ
0,GENERAL,साथ,बरीस्ट हरुलाइ धन्ने वाद रबी दीय आज अज खुसी रीसी जी आयर बोल्नु भयो पछी आयर अज बल्ल अली कति भय आस लाग्यो रबी सर चुट्नु
1,GENERAL,कता जानू भएछ,राजेश हमाल दाइ कता जानू भएछ
0,GENERAL,मन पर्यो,निखिल उपरेदि बोल्नुभए सारै मन पर्यो
0,GENERAL,सही कुरा गर्नु,दीपक जी भयो रवि निर्दोस छन
0,GENERAL,सपोट गर्यो Good,ऋषि सपोट गर्यो
0,GENERAL,सुधार्नु भएछ,सुधार्नु भएछ आज ऋषि धमाला बानी
0,GENERAL,सपूत,राज्य सपूत एउ टा सच्चा पत्रकार ऋषि धमला आबाज धन्यवाद
1,GENERAL,घाँस,कुन घाँस प्रश्न सोध्ने दोषि न्याए पाउनु रे
0,GENERAL,समर्थन,रबि सर समर्थन जय रबि सर रबि सर रिहा हुनुपर्छ
0,GENERAL,खुसि,आसा मलाइ भोलि खुसि दिन भोलि रबि सर रिहा हुनुहुन्छ हुनु
0,GENERAL,हिरा,सरकार रबि हिरा बेलै चिन्नु
0,GENERAL,ससम्मान रिहाई होस्,रबि लामिछाने अबिलम्भ ससम्मान रिहाई
0,GENERAL,निर्दोष छन्,उनि निर्दोष ढुक्क
0,GENERAL,मन छोयो,दिपक गिरि सर साचै मन छोयो
0,GENERAL,सहि कुरा,सहि बोल्नुभो सर
0,GENERAL,धन्यवाद,जय रवि ऋषि धमला रवि सर खुलेर सपोट गरे धन्यवाद
1,GENERAL,तेति गरेनौ,य रिसि धमला जति सपोर्ट पर्थेव तेति गरेनौ
1,GENERAL,भाइरस,बारम्बार भाइरस प्रचण्ड दलाल दिल निशानी मगरलाइ बोलाइ अन्तरबार्ता गरेउ
1,GENERAL,दलाल,आफै प्रचण्ड दलाल हौ
0,GENERAL,Good,रिसि धमला सर सधै सत्य पक्षा हिढ्नु जरूर
0,GENERAL,सपोट,ऋषि आज क्षति रबि सपोट ल्याएछ
0,GENERAL,खुसीलाग्यो,होस खुसीलाग्यो
1,GENERAL,खेर्लेङ्खेर्लेङ,धमला खुट्टा खेर्लेङ्खेर्लेङ गराए
1,GENERAL,हावा पत्रकार,हावा पत्रकार ऋषि धमला
1,GENERAL,चम्चा,रिसि धमला डाका कस्तो हल्का तर्क मुला दलाल केपि अोलि प्रचण्ड चम्चा मात्रै भारत गुलाम
1,GENERAL,चोर,लुटि ल्याए छन भुटी खाए छ्न चोर हरु
1,GENERAL,जुठो,धम्ला ठुलो पाटि जुठो खायर बोल्छ
1,GENERAL,काले,काले कस बनायो हौ पत्रकार एउटा प्रश्न सोध्ने कला
1,GENERAL,भ्रष्टाचारि,रिसि नाक डाडी भाच्नु करोड छुट्टीयार भ्रष्टाचारि
1,GENERAL,चिया गफ,वटा गफ दिएर चिया खाने बानी बसीसक्यो डा सी पनी चिया गफ मात्रै धमला कुरै नगरौ
1,GENERAL,फटाहा,हावा बाेल्छ याे त्रृषि फटाहा काम
1,GENERAL,इण्डियन दलाल,पि एच डी डाक्टर संग एस एल सी फेल अर्का घर भात पकाऊने नोकर कागता पत्रुकार इण्डियन दलाल नेता चमचा बहस गरे सुहाऊँदैन
1,GENERAL,मै हु,क्यानडा नेपाल प्रोस्तोता खुब मै हु खाल्
0,GENERAL,नमन छ,सुरेन्द्र सर नमन सधै देश बोल्नु जनता सचेत बनाउनु
1,GENERAL,चम्चे,ऋषि धमाला चाहिँ भ्रष्ट दलाल चोर नेता हरु चम्चे
1,GENERAL,झोले,डा बिध्वान सङ्ग प्रचण्डे झोले राख्या हँ
1,GENERAL,झोले,झोले डा सुरेन्द्र केसी सॅग राखेर गर्या
0,GENERAL,सहि हो,सुरेन्द्र सर सहि
1,GENERAL,कुकुर कुय को नेता हरु टालो,रिसि कुकुर कुय नेता हरु टालो
1,GENERAL,देश द्रोही,धमला प्रचण्ड झुटो खाने देश द्रोही
1,GENERAL,झोले,श्रषि झोले बोल्ने
1,GENERAL,लाटा,धमला लाटा केसि व्यंग बुझेपो
1,GENERAL,किरा,किरा छेउ बस्न सुहाएन केसि सर
0,GENERAL,legend,जस् ऋषि धमाला पत्राकारिता बहस क्षमता तार्किक क्षमता भये बहस कोइ ठाउं ठाँउ लगाउने क्षमता ऋषि धमला
1,GENERAL,खाते,खाते नाक भाच्नेगरि हान्न जन्ता हेर्न चाहान्छन
1,GENERAL,पित पत्रकार,धमला पित पत्रकार नेपाल अरु छईन पावर पुग्छ त्यस पुच्छर बनेर हीड्छ जागीर जोगाउछ
1,GENERAL,जान्ने,धमला जान्ने देश
0,GENERAL,ठिक हो,सुरेन्द्र केसी ठिक धमला फुर्याई केसि
1,GENERAL,लाच,धमला छि लाच कति नभकाे मान्छे हाे
1,GENERAL,पित पत्रकारिता,ए पत्रुकार हेर्ने भीड धमला माथी हमला प्रमाण चाहियो झुक्याउने पित पत्रकारिता पत्रुकार महोदय
1,GENERAL,गफडि,यस्ता पत्रकार हटाउनु सि गफडि पत्रकार भारत पुच्छर घुसघुसे ऋषि
1,GENERAL,घाँस,होईन आखिर जना ऋषि धमला गालि गर्छन् सक्छौ धमला काम तिमारू देखाओत घाँस कोठा बसेर
1,GENERAL,लिखे,रास्ट्रपति बनाउनुस अनि हेर्नुस् यस्ता लिखे रास्ट्रपति भएर
0,GENERAL,राम्रो लाग्यो,लाग्यो डा सि स्टटेमेण्ट वा वा
1,GENERAL,चमचे,सुरेन्द्र मान्छे चमचे दलाल हासो मन परेन
0,GENERAL,सलुट,सलुट सुरेन्द्र केसी सर
1,GENERAL,दलाली,ऋषि धमला इन्डियन दलाली भारत सङ्ग रोटिवेटी सम्बन्ध इन्डिया भक्त मात्रै फाइदा
0,GENERAL,ओत लिनु भयछ्,रिशि जि बलियो ओत लिनु भयछ्
1,GENERAL,भरौटे झोले,दुवै जना राजा भरौटे झोले
1,GENERAL,पारो तातिने,झोले हरु काम बिथा विभिन्न गर्छन यार बिथा पारो तातिने
0,GENERAL,सही छ,इटहरी मेयर
1,GENERAL,भाते,भारत भाते लाग्यो धमालो
1,GENERAL,हावा हावा गफ,हावा हावा गफ बस्छन् मुजि हरु
1,GENERAL,झोले,साथी रिशी नहेरौ अहिले प्रधानमन्त्री झोले
1,GENERAL,डराउछ,अनि डाक्टर सुरेन्द्र केसि बोल्ने मात्रै मैदान निस्केर काम डराउछ
1,GENERAL,साला,साला धमला मात्रा बयान मै गरे गरे भारतिय दलाल्
1,GENERAL,किच्चक,ऋषि धमला नाक डाडि भाच्नै पर्ने कस्तो किच्चक रछ म्या हरामी
1,GENERAL,लिखें,लिखें पत्रकार ॠषि धमला चै
1,GENERAL,दलाल,भारत दलाल जना
1,GENERAL,काम छैन,डा केसी काम खाली आलोचना मात्रा सिन्का भाच्दैन
1,GENERAL,खाेक्रे,गम्भीर काेहि देश जनताकाे सव खाेक्रे सर्वगुण सम्पन्न भएकाे नाटक गरिरहे छन यिनि हरू रमाईलाे पाे भईरहेकाे
0,GENERAL,कडा,कडा मेयर हुनु
1,GENERAL,पित,पित पत्रकार प्रतिस्ठा प्रती आँच आउने झुटो न्युज बनायो सोध्दैनौ
1,GENERAL,पत्रुकार,तिमि हरु पत्रुकार हौ
0,GENERAL,ठिक भन्नुभयो,ठिक मेयर साहब पत्रकार महोदय कहा देख्नु भयो गरीब जनता सुनवाइ
0,GENERAL,सरु गरनुस,मेयर साहब भरटचरीलाइ कालोमोसो दलन सरु गरनुस
0,GENERAL,राम्रो मान्छे,मान्छे मन्त्री बन्नुपर्छ
0,GENERAL,great,मेयर
0,GENERAL,उत्कृष्ठ,द्वारी लाल उत्कृष्ठ जनप्रतिनीधी बोले गरे गरे
0,GENERAL,सहि,सहि हुनुन्छ मेयर जिउ
0,GENERAL,सलाम,सलाम द्वारिकालाल चौधरी मेयर ज्यु हजुर ठाउ मेयर खाचो शतप्रतिशत सहि हुनु मेयर ज्यु
